รหัสจังหวัด,จังหวัด,เขต,หมายเลข,พรรค,คะแนน
27,สระแก้ว,2,37,ภูมิใจไทย,9796
27,สระแก้ว,2,38,พลังธรรมใหม่,157
27,สระแก้ว,2,39,กรีน,70
27,สระแก้ว,2,40,ไทยธรรม,99
27,สระแก้ว,2,41,แผ่นดินธรรม,48
27,สระแก้ว,2,42,กล้าธรรม,454
27,สระแก้ว,2,43,พลังประชารัฐ,22924
27,สระแก้ว,2,44,โอกาสใหม่,127
27,สระแก้ว,2,45,เป็นธรรม,122
27,สระแก้ว,2,46,ประชาชน,22827
27,สระแก้ว,2,47,ประชาไทย,190
27,สระแก้ว,2,48,ไทยสร้างไทย,289
27,สระแก้ว,2,49,ไทยก้าวใหม่,320
27,สระแก้ว,2,50,ประชาอาสาชาติ,19
27,สระแก้ว,2,51,พร้อม,62
27,สระแก้ว,2,52,เครือข่ายชาวนาแห่งประเทศไทย,26
27,สระแก้ว,2,53,ไทยพิทักษ์ธรรม,18
27,สระแก้ว,2,54,ความหวังใหม่,38
27,สระแก้ว,2,55,ไทยรวมไทย,13
27,สระแก้ว,2,56,เพื่อบ้านเมือง,33
27,สระแก้ว,2,57,พลังไทยรักชาติ,74
27,สระแก้ว,3,1,ไม่ระบุ,2754
27,สระแก้ว,3,1,ไทยทรัพย์ทวี,2754
27,สระแก้ว,3,2,เพื่อชาติไทย,2088
27,สระแก้ว,3,3,ใหม่,3385
27,สระแก้ว,3,4,มิติใหม่,299
27,สระแก้ว,3,5,รวมใจไทย,669
27,สระแก้ว,3,6,รวมไทยสร้างชาติ,2041
27,สระแก้ว,3,7,พลวัต,120
27,สระแก้ว,3,8,ประชาธิปไตยใหม่,709
27,สระแก้ว,3,9,เพื่อไทย,17135
27,สระแก้ว,3,10,ทางเลือกใหม่,529
27,สระแก้ว,3,11,เศรษฐกิจ,8894
27,สระแก้ว,3,12,เสรีรวมไทย,469
27,สระแก้ว,3,13,รวมพลังประชาชน,545
27,สระแก้ว,3,14,ท้องที่ไทย,65
27,สระแก้ว,3,15,อนาคตไทย,62
27,สระแก้ว,3,16,พลังเพื่อไทย,215
27,สระแก้ว,3,17,ไทยชนะ,115
27,สระแก้ว,3,18,พลังสังคมใหม่,23
27,สระแก้ว,3,19,สังคมประชาธิปไตยไทย,56
27,สระแก้ว,3,20,ฟิวชัน,38
27,สระแก้ว,3,21,ไทรวมพลัง,91
27,สระแก้ว,3,22,ก้าวอิสระ,48
